"RK",TIERS,"PLAYER NAME",TEAM,"FANTASYPTS","YDS","TDS","REC","YDS","TDS","ATT","YDS","TDS"
"347",14,"Dawson Knox",BUF,"48.1","0","0","22","311","1","0","0","0"
"348",14,"Troy Franklin",DEN,"53.1","0","0","28","263","2","2","8","0"
"349",14,"Michael Mayer",LV,"26.1","0","0","21","156","0","0","0","0"
"350",14,"Cam Little",JAC,"126","0","0","0","0","0","0","0","0"
"351",14,"John Metchie III",HOU,"43.4","0","0","24","254","1","0","0","0"
"352",14,"Isaiah Bond",CLE,"0","0","0","0","0","0","0","0","0"
"353",14,"Brandon McManus",GB,"99","0","0","0","0","0","0","0","0"
"354",14,"Savion Williams",GB,"0","0","0","0","0","0","0","0","0"
"355",14,"Washington Commanders",WAS,"90","0","0","0","0","0","0","0","0"
"356",14,"Jake Moody",SF,"118","0","0","0","0","0","0","0","0"
"357",14,"LeQuint Allen Jr.",JAC,"0","0","0","0","0","0","0","0","0"
"358",14,"Austin Hooper",NE,"86.1","0","0","45","476","3","0","0","0"
"359",14,"Donovan Edwards",NYJ,"0","0","0","0","0","0","0","0","0"
"360",14,"Mack Hollins",NE,"83.3","0","0","31","378","5","0","0","0"
"361",14,"Luke Musgrave",GB,"8","0","0","7","45","0","0","0","0"
"362",14,"Jameis Winston",NYG,"143.1","2121","13","0","0","0","25","83","1"
"363",14,"Chimere Dike",TEN,"0","0","0","0","0","0","0","0","0"
"364",14,"Greg Dortch",ARI,"71.8","0","0","37","342","3","5","31","0"
"365",14,"Curtis Samuel",BUF,"48.2","0","0","31","253","1","5","14","0"
"366",14,"Kirk Cousins",ATL,"192.3","3508","18","0","0","0","23","0","0"
"367",14,"Allen Lazard",NYJ,"107.5","0","0","37","530","6","0","0","0"
"368",14,"Jaylin Lane",WAS,"0","0","0","0","0","0","0","0","0"
"369",14,"Emari Demercado",ARI,"46.7","0","0","16","104","0","24","223","1"
"370",14,"Eddy Pineiro",FA,"107","0","0","0","0","0","0","0","0"
"371",14,"Kalel Mullings",TEN,"0","0","0","0","0","0","0","0","0"
"372",14,"KeAndre Lambert-Smith",LAC,"0","0","0","0","0","0","0","0","0"
"373",14,"Gunnar Helm",TEN,"0","0","0","0","0","0","0","0","0"
"374",14,"Tank Dell",HOU,"114.5","0","0","51","667","3","9","43","0"
"375",14,"Atlanta Falcons",ATL,"97","0","0","0","0","0","0","0","0"
"376",14,"Van Jefferson",TEN,"51.6","0","0","24","276","2","0","0","0"
"377",14,"Hunter Renfrow",CAR,"0","0","0","0","0","0","0","0","0"
"378",14,"Foster Moreau",NO,"87.3","0","0","32","413","5","0","0","0"
"379",14,"Indianapolis Colts",IND,"91","0","0","0","0","0","0","0","0"
"380",14,"Robert Woods",PIT,"28.3","0","0","20","203","0","0","0","0"
"381",14,"Zay Jones",ARI,"12.4","0","0","8","84","0","0","0","0"
"382",14,"Olamide Zaccheaus",CHI,"89.9","0","0","45","506","3","1","8","0"
"383",14,"Tommy Tremble",CAR,"44.9","0","0","23","234","2","0","0","0"
"384",14,"Matt Prater",FA,"33","0","0","0","0","0","0","0","0"
"385",14,"Cincinnati Bengals",CIN,"104","0","0","0","0","0","0","0","0"
"386",14,"Luke Schoonmaker",DAL,"43.6","0","0","27","241","1","0","0","0"
"387",14,"Jahan Dotson",PHI,"32.4","0","0","19","216","0","1","13","0"
"388",14,"Dillon Gabriel",CLE,"0","0","0","0","0","0","0","0","0"
"389",14,"Trey Sermon",PIT,"45.8","0","0","16","99","0","56","159","2"
"390",14,"Kenny Pickett",CLE,"26.1","291","2","0","0","0","9","15","1"
"391",14,"Craig Reynolds",DET,"19.4","0","0","3","40","0","31","139","0"
"392",14,"Jacob Cowing",SF,"8.7","0","0","4","80","0","1","7","0"
"393",14,"Antwane Wells Jr.",NYG,"0","0","0","0","0","0","0","0","0"
"394",14,"Mason Rudolph",PIT,"104.8","1530","9","0","0","0","25","106","1"
"395",14,"Theo Wease Jr.",MIA,"0","0","0","0","0","0","0","0","0"
"396",14,"Blake Grupe",NO,"131","0","0","0","0","0","0","0","0"
"397",14,"Josh Oliver",MIN,"54.8","0","0","22","258","3","0","0","0"
"398",14,"Tyrod Taylor",NYJ,"20.1","119","3","0","0","0","3","13","0"
"399",14,"Kyle Juszczyk",SF,"48.1","0","0","19","200","2","5","26","1"
"400",15,"Kendrick Bourne",NE,"51.1","0","0","28","305","1","1","6","0"
"401",15,"Ja'Quinden Jackson",JAC,"0","0","0","0","0","0","0","0","0"
"402",15,"Arian Smith",NYJ,"0","0","0","0","0","0","0","0","0"
"403",15,"Cade Stover",HOU,"26.8","0","0","15","133","1","0","0","0"
"404",15,"Chad Ryland",ARI,"125","0","0","0","0","0","0","0","0"
"405",15,"Aidan O'Connell",LV,"97.5","1612","8","0","0","0","21","30","1"
"406",15,"Cairo Santos",CHI,"109","0","0","0","0","0","0","0","0"
"407",15,"Jimmy Garoppolo",LAR,"20.9","334","2","0","0","0","2","5","0"
"408",15,"Pierre Strong Jr.",CLE,"28.2","0","0","14","104","0","26","108","0"
"409",15,"New Orleans Saints",NO,"98","0","0","0","0","0","0","0","0"
"410",15,"JuJu Smith-Schuster",KC,"44.1","0","0","18","231","2","0","0","0"
"411",15,"Grant Calcaterra",PHI,"47.8","0","0","24","298","1","0","0","0"
"412",15,"Joe Milton III",DAL,"19.2","241","1","0","0","0","10","16","1"
"413",15,"Jeremy Ruckert",NYJ,"19.5","0","0","18","105","0","0","0","0"
"414",15,"Nick Folk",NYJ,"108","0","0","0","0","0","0","0","0"
"415",15,"Jacksonville Jaguars",JAC,"71","0","0","0","0","0","0","0","0"
"416",15,"Jalin Hyatt",NYG,"10.2","0","0","8","62","0","0","0","0"
"417",15,"Jordan Watkins",SF,"0","0","0","0","0","0","0","0","0"
"418",15,"Deshaun Watson",CLE,"79.7","1148","5","0","0","0","31","148","1"
"419",15,"Malachi Corley",NYJ,"3.7","0","0","3","16","0","2","26","0"
"420",15,"Mitchell Evans",CAR,"0","0","0","0","0","0","0","0","0"
"421",15,"Jonathon Brooks",CAR,"6","0","0","3","23","0","9","22","0"
"422",15,"Stone Smartt",NYJ,"26.8","0","0","16","208","0","0","0","0"
"423",15,"Devontez Walker",BAL,"8.6","0","0","1","21","1","0","0","0"
"424",15,"Zach Wilson",MIA,"0","0","0","0","0","0","0","0","0"
"425",15,"Jamari Thrash",CLE,"3.7","0","0","3","22","0","0","0","0"
"426",15,"Dare Ogunbowale",HOU,"46.5","0","0","19","198","1","30","112","0"
"427",15,"Michael Gallup",WAS,"0","0","0","0","0","0","0","0","0"
"428",15,"Clyde Edwards-Helaire",NO,"8.5","0","0","3","24","0","13","46","0"
"429",15,"Greg Dulcich",NYG,"5.3","0","0","5","28","0","0","0","0"
"430",15,"Graham Gano",NYG,"50","0","0","0","0","0","0","0","0"
"431",15,"Las Vegas Raiders",LV,"71","0","0","0","0","0","0","0","0"
"432",15,"Tennessee Titans",TEN,"72","0","0","0","0","0","0","0","0"
"433",15,"Tyler Goodson",IND,"38.9","0","0","11","61","1","32","153","1"
"434",15,"KhaDarel Hodge",ATL,"28.6","0","0","7","131","1","0","0","0"
"435",15,"Andy Dalton",CAR,"65","989","7","0","0","0","11","34","0"
"436",15,"Jeremy McNichols",WAS,"59.3","0","0","9","27","0","55","261","4"
"437",15,"Jake Browning",CIN,"-0.2","0","0","0","0","0","2","-2","0"
"438",15,"Tyquan Thornton",KC,"6.7","0","0","4","47","0","0","0","0"
"439",15,"K.J. Osborn",WAS,"15.2","0","0","7","57","1","0","0","0"
"440",15,"Malik Willis",GB,"51.8","550","3","0","0","0","20","138","1"
"441",15,"Carolina Panthers",CAR,"41","0","0","0","0","0","0","0","0"
"442",15,"Efton Chism III",NE,"0","0","0","0","0","0","0","0","0"
"443",15,"Tyler Johnson",NYJ,"48.1","0","0","26","291","1","0","0","0"
"444",15,"Chris Tyree",NO,"0","0","0","0","0","0","0","0","0"
"445",15,"Elijah Higgins",ARI,"39.2","0","0","20","172","2","0","0","0"
"446",15,"Sam Howell",MIN,"0.2","24","0","0","0","0","1","2","0"
"447",15,"Spencer Shrader",IND,"26","0","0","0","0","0","0","0","0"
"448",15,"Marcus Mariota",WAS,"45.8","364","4","0","0","0","18","92","1"
"449",15,"Luke Lachey",HOU,"0","0","0","0","0","0","0","0","0"
"450",15,"Gardner Minshew II",KC,"106.3","2013","9","0","0","0","19","58","0"
"451",15,"D'Ernest Johnson",BAL,"29.9","0","0","12","96","0","32","143","0"
"452",15,"Javon Baker",NE,"1.7","0","0","1","12","0","0","0","0"
"453",15,"Alec Ingold",MIA,"20.8","0","0","11","96","0","10","17","1"
"454",15,"Will Howard",PIT,"0","0","0","0","0","0","0","0","0"
"455",15,"Colby Parkinson",LAR,"50.4","0","0","30","294","1","0","0","0"
"456",15,"Ja'Lynn Polk",NE,"26.7","0","0","12","87","2","1","0","0"
"457",15,"Cooper Rush",BAL,"114.6","1844","12","0","0","0","26","18","0"
"458",15,"Lucky Jackson",MIN,"0","0","0","0","0","0","0","0","0"
"459",15,"John Bates",WAS,"10.4","0","0","8","84","0","0","0","0"
"460",15,"Marcus Yarns",NO,"0","0","0","0","0","0","0","0","0"
"461",15,"Jacoby Brissett",ARI,"46.2","826","2","0","0","0","15","62","0"
"462",15,"Dylan Laube",LV,"-2","0","0","0","0","0","1","0","0"
"463",15,"Jonathan Mingo",DAL,"23.7","0","0","17","167","0","2","5","0"
"464",15,"Konata Mumpfield",LAR,"0","0","0","0","0","0","0","0","0"
"465",15,"Julius Chestnut",TEN,"12.3","0","0","2","11","0","22","102","0"
"466",15,"Tyler Badie",DEN,"7.9","0","0","3","-2","0","11","86","0"
"467",15,"Jake Haener",NO,"14.2","226","1","0","0","0","11","22","0"
"468",15,"Andy Borregales",NE,"0","0","0","0","0","0","0","0","0"
"469",15,"Cedrick Wilson Jr.",NO,"39.9","0","0","20","211","1","0","0","0"
"470",15,"Julian Hill",MIA,"16","0","0","12","100","0","0","0","0"
"471",15,"Mac Jones",SF,"104.1","1672","8","0","0","0","28","92","1"
"472",15,"Chris Blair",ATL,"2.2","0","0","1","17","0","0","0","0"
"473",15,"Jelani Woods",IND,"0","0","0","0","0","0","0","0","0"
"474",15,"Joey Slye",TEN,"120","0","0","0","0","0","0","0","0"
"475",15,"Sione Vaki",DET,"6.6","0","0","3","37","0","6","14","0"
"476",15,"Darrynton Evans",BUF,"0.3","0","0","0","0","0","3","3","0"
"477",15,"Kalif Raymond",DET,"48","0","0","17","215","2","2","0","0"
"478",15,"Darnell Washington",PIT,"35.5","0","0","19","200","1","0","0","0"
"479",15,"DJ Chark Jr.",ATL,"11.1","0","0","4","31","1","0","0","0"
"480",16,"Xavier Hutchinson",HOU,"17.7","0","0","12","117","0","0","0","0"
"481",16,"Jarrett Stidham",DEN,"0.5","0","0","0","0","0","4","5","0"
"482",16,"Michael Carter",ARI,"30.3","0","0","11","57","0","35","131","1"
"483",16,"Daniel Bellinger",NYG,"19.5","0","0","14","125","0","0","0","0"
"484",16,"Tyson Bagent",CHI,"-0.3","11","0","0","0","0","6","-7","0"
"485",16,"Cordarrelle Patterson",FA,"31.5","0","0","12","80","1","32","135","0"
"486",16,"Julian Fleming",FA,"0","0","0","0","0","0","0","0","0"
"487",16,"Casey Washington",ATL,"1.9","0","0","1","14","0","0","0","0"
"488",16,"David Bell",CLE,"4.2","0","0","3","27","0","0","0","0"
"489",16,"Johnny Mundt",JAC,"35.7","0","0","19","142","2","0","0","0"
"490",16,"Tylan Wallace",BAL,"30.8","0","0","11","193","1","0","0","0"
"491",16,"Josh Whyle",TEN,"46.8","0","0","28","248","1","0","0","0"
"492",16,"Ricky White III",SEA,"0","0","0","0","0","0","0","0","0"
"493",16,"Jake Bobo",SEA,"23.2","0","0","13","107","1","0","0","0"
"494",16,"Taylor Heinicke",LAC,"3.1","28","0","0","0","0","2","20","0"
"495",16,"Treylon Burks",TEN,"5.5","0","0","4","34","0","2","1","0"
"496",16,"Johnny Wilson",PHI,"12.3","0","0","5","38","1","0","0","0"
"497",16,"Teagan Quitoriano",ATL,"0","0","0","0","0","0","0","0","0"
"498",16,"Kyle Trask",TB,"-0.2","5","0","0","0","0","5","-4","0"
"499",16,"Ronnie Rivers",LAR,"15.8","0","0","5","34","0","22","99","0"
"500",16,"Patrick Taylor Jr.",SF,"28.3","0","0","3","25","0","39","183","1"
"501",16,"Mitchell Trubisky",BUF,"15.3","179","2","0","0","0","17","1","0"
"502",16,"Luke Farrell",SF,"12.7","0","0","12","67","0","0","0","0"
"503",16,"DeeJay Dallas",ARI,"19.5","0","0","3","11","1","9","49","0"
"504",16,"Hunter Luepke",DAL,"20.9","0","0","12","111","0","12","38","0"
"505",16,"Jimmy Horn Jr.",CAR,"0","0","0","0","0","0","0","0","0"
"506",16,"Rasheen Ali",BAL,"3.1","0","0","0","0","0","10","31","0"
"507",16,"Adam Trautman",DEN,"37.3","0","0","13","188","2","0","0","0"
"508",16,"Charlie Woerner",ATL,"8.1","0","0","7","46","0","0","0","0"
"509",16,"Harrison Bryant",PHI,"13.1","0","0","9","86","0","0","0","0"
"510",16,"Payne Durham",TB,"29","0","0","11","115","2","0","0","0"
"511",16,"Hassan Haskins",LAC,"31.3","0","0","3","49","1","34","89","2"
"512",16,"Brock Wright",DET,"28.5","0","0","13","100","2","0","0","0"
"513",16,"David Moore",CAR,"69.1","0","0","32","351","3","1","0","0"
"514",16,"Mecole Hardman Jr.",GB,"27.2","0","0","12","90","0","5","62","1"
"515",16,"Kylen Granson",PHI,"25.2","0","0","14","182","0","0","0","0"
"516",16,"Hunter Long",JAC,"9.5","0","0","7","60","0","0","0","0"
"517",16,"Deuce Vaughn",DAL,"10.3","0","0","3","18","0","17","70","0"
"518",16,"Derius Davis",LAC,"33.6","0","0","13","112","2","12","39","0"
"519",16,"Tanner Hudson",CIN,"29","0","0","19","154","1","1","1","0"
"520",16,"Kaden Prather",BUF,"0","0","0","0","0","0","0","0","0"
"521",16,"Bub Means",NO,"22.3","0","0","9","118","1","0","0","0"
"522",16,"Ian Thomas",LV,"2.2","0","0","3","7","0","0","0","0"
"523",16,"Joshua Dobbs",NE,"32.8","361","2","0","0","0","9","24","2"
